AccountZAnnualRevenue,AccountZBillingCountry,AccountZBillingState,AccountZIndustry,AccountZIsPersonAccount,AccountZName,AccountZType,AccountId,ActualVisitEndTime,ActualVisitStartTime,ApplicationZAccountZIndustry,ApplicationZAccountZIsPersonAccount,ApplicationZAccountZName,ApplicationZAccountZType,ApplicationZAccountId,ApplicationZAmountPaid,ApplicationZApplicationCaseId,ApplicationZApplicationCategory,ApplicationZApplicationSourceFlag,ApplicationZApplicationType,ApplicationZAppliedDate,ApplicationZBusinessLicenseZBusinessTypeZName,ApplicationZBusinessLicenseZBusinessTypeId,ApplicationZBusinessLicenseZIdentifier,ApplicationZBusinessLicenseZIssuer,ApplicationZBusinessLicenseZName,ApplicationZBusinessLicenseZPeriodEnd,ApplicationZBusinessLicenseZPeriodStart,ApplicationZBusinessLicenseZRegAuthTypeZName,ApplicationZBusinessLicenseZRegAuthTypeZRegulatoryAuthorityZName,ApplicationZBusinessLicenseZRegulatoryAuthorizationTypeId,ApplicationZBusinessLicenseZStatus,ApplicationZBusinessTypeZAuthorizationActivityType,ApplicationZBusinessTypeZIndustry,ApplicationZBusinessTypeZName,ApplicationZBusinessTypeId,ApplicationZCaseZReason,ApplicationZCaseZStatus,ApplicationZCaseZType,ApplicationZCategory,ApplicationZCreatedDate,ApplicationZId,ApplicationZLicensePermitNameId,ApplicationZLicenseTypeId,ApplicationZName,ApplicationZRegAuthTypeZDurationType,ApplicationZRegAuthTypeZIssuingDepartmentId,ApplicationZRegAuthTypeZName,ApplicationZRegAuthTypeZProcessingDuration,ApplicationZRegAuthTypeZRegulatoryAuthCategory,ApplicationZRegAuthTypeZRegulatoryAuthCode,ApplicationZRegAuthTypeZRegulatoryAuthorityZName,ApplicationZStatus,ApplicationZWasReturned,CaseZAccountZIndustry,CaseZAccountZIsPersonAccount,CaseZAccountZName,CaseZAccountZType,CaseZAccountId,CaseZCreatedDate,CaseZId,CaseZReason,CaseZStatus,CaseZSuppliedName,CaseZType,ContextId,CreatedDate,Id,InspectionContextSource,InspectionTypeZCreatedDate,InspectionTypeZName,Name,PlannedVisitEndTime,PlannedVisitStartTime,PublicComplaintZAccountZIndustry,PublicComplaintZAccountZIsPersonAccount,PublicComplaintZAccountZName,PublicComplaintZAccountZType,PublicComplaintZAccountId,PublicComplaintZBusinessName,PublicComplaintZComplaintSubType,PublicComplaintZComplaintType,PublicComplaintZCreatedDate,PublicComplaintZFirstName,PublicComplaintZId,PublicComplaintZIncidentDate,PublicComplaintZLastName,PublicComplaintZName,PublicComplaintZPriority,PublicComplaintZStatus,Status,UserZDepartment,UserZManagerId,UserZName,UserZUniqueUserName,UserZUserRoleId,UserZUsername,UserId,VisitPriority,VisitTypeId,VisitorZCountry,VisitorZDepartment,VisitorZFullPhotoUrl,VisitorZId,VisitorZManagerId,VisitorZName,VisitorZSmallPhotoUrl,VisitorZState,VisitorZUniqueUserName,VisitorZUserRoleId,VisitorZUserType,VisitorZUsername,VisitorId
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXawKAG,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000430,,2007-05-26T09:25:21.000Z,,,,,,,,,,,,,,,,,Completed,,,Ian Price,Ian Price,00EHr000002oHdyMAE,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/F,005Hr00000FZuC8IAL,,Ian Price,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/T,,Ian Price,00EHr000002oHdyMAE,Standard,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXWFKA4,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000139,,2001-09-15T08:44:33.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXYzKAO,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000309,,2012-12-15T03:01:05.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXbiKAG,Individual Application,2023-11-07T15:01:48.000Z,Health & Safety Inspection,00000478,,1998-04-22T03:13:52.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X2MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXcPKAW,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000521,,2000-11-13T23:18:54.000Z,,,,,,,,,,,,,,,,,Completed,,,Ian Price,Ian Price,00EHr000002oHdyMAE,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/F,005Hr00000FZuC8IAL,,Ian Price,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/T,,Ian Price,00EHr000002oHdyMAE,Standard,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXZqKAO,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000362,,1995-10-09T11:05:50.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXYnKAO,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000297,,2004-10-13T15:01:38.000Z,,,,,,,,,,,,,,,,,InProgress,,005Hr00000FZuCoIAL,Alan Lands,Alan Lands,00EHr000002oHdyMAE,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/F,005Hr00000FakdjIAB,005Hr00000FZuCoIAL,Alan Lands,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/T,,Alan Lands,00EHr000002oHdyMAE,Standard,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXZ6KAO,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000316,,1994-09-01T01:26:12.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXXeKAO,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000226,,2020-10-10T10:36:56.000Z,,,,,,,,,,,,,,,,,InProgress,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXXgKAO,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000228,,2003-03-02T05:41:01.000Z,,,,,,,,,,,,,,,,,InProgress,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXYUKA4,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000278,,2019-07-20T10:20:52.000Z,,,,,,,,,,,,,,,,,Completed,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXb6KAG,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000440,,1995-07-01T00:28:34.000Z,,,,,,,,,,,,,,,,,Planned,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXW6KAO,Individual Application,2023-11-07T15:01:48.000Z,Business Inspection,00000130,,1997-12-19T10:17:09.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1WzMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXWqKAO,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000176,,2013-03-24T05:41:21.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXXJKA4,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000205,,1998-01-23T21:35:47.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXaiKAG,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000416,,2012-05-18T19:05:28.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXWbKAO,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000161,,2020-12-13T23:51:38.000Z,,,,,,,,,,,,,,,,,Planned,,005Hr00000FZuCoIAL,Alan Lands,Alan Lands,00EHr000002oHdyMAE,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/F,005Hr00000FakdjIAB,005Hr00000FZuCoIAL,Alan Lands,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/T,,Alan Lands,00EHr000002oHdyMAE,Standard,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXXBKA4,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000197,,2019-09-26T03:28:17.000Z,,,,,,,,,,,,,,,,,Planned,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXYmKAO,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000296,,2017-07-17T05:23:14.000Z,,,,,,,,,,,,,,,,,Planned,,005Hr00000FZuCoIAL,Alan Lands,Alan Lands,00EHr000002oHdyMAE,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/F,005Hr00000FakdjIAB,005Hr00000FZuCoIAL,Alan Lands,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/T,,Alan Lands,00EHr000002oHdyMAE,Standard,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXc9KAG,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000505,,2011-10-14T01:47:00.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXcHKAW,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000513,,1996-08-15T18:50:27.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXZmKAO,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000358,,2012-12-10T07:41:13.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXWKKA4,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000144,,2001-04-26T20:01:58.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXXNKA4,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000209,,2000-02-28T06:36:20.000Z,,,,,,,,,,,,,,,,,InProgress,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXXhKAO,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000229,,2004-05-04T17:59:01.000Z,,,,,,,,,,,,,,,,,InProgress,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXWTKA4,Individual Application,2023-11-07T15:01:48.000Z,Health & Safety Inspection,00000153,,2008-05-10T17:23:12.000Z,,,,,,,,,,,,,,,,,Completed,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1X2MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXalKAG,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000419,,2020-05-29T11:03:51.000Z,,,,,,,,,,,,,,,,,Completed,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXauKAG,Individual Application,2023-11-07T15:01:48.000Z,Health & Safety Inspection,00000428,,2014-01-02T17:58:50.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X2MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXbCKAW,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000446,,2001-12-15T04:15:44.000Z,,,,,,,,,,,,,,,,,Completed,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
